date,machine_id,product_type,shift,workers,machine_hours,downtime_hours,maintenance_hours,material_availability_pct,quality_rate_pct,temperature_c,energy_consumption_kwh,production_target,actual_production,production_gap,shortfall_units,units_per_hour,required_ot_hours,ot_rate_per_hour,ot_workers,estimated_ot_cost,production_status
2024-01-21,M05,Product_B,Evening,22,8.66,0.32,0.28,77.21,91.29,22.3,215.76,429,274,155,155,32.67,4.74,200,14,13272.0,Shortfall
2024-01-21,M02,Product_A,Morning,14,10.83,2.87,0.21,83.03,91.97,24.5,620.42,581,359,222,222,39.12,5.67,180,9,9185.4,Shortfall
2024-01-22,M03,Product_C,Night,28,7.92,0.41,0.81,82.54,88.22,35.6,281.11,318,222,96,96,29.96,3.2,230,17,12512.0,Shortfall
2024-01-22,M04,Product_A,Evening,21,7.51,0.57,0.69,95.66,93.26,37.5,576.2,372,293,79,79,42.13,1.88,200,13,4888.0,Shortfall
2024-01-22,M01,Product_A,Night,18,10.08,0.65,1.58,86.86,89.1,20.7,481.26,493,366,127,127,39.91,3.18,230,11,8045.4,Shortfall
2024-01-22,M02,Product_A,Morning,20,6.73,0.54,0.5,81.85,88.52,26.2,499.39,368,239,129,129,38.19,3.38,180,12,7300.8,Shortfall
2024-01-22,M01,Product_B,Morning,9,7.16,2.57,1.88,87.66,97.48,24.3,440.09,342,159,183,183,31.25,5.86,180,6,6328.8,Shortfall
2024-01-23,M05,Product_A,Night,22,9.43,2.34,0.32,92.03,92.38,21.4,382.28,493,339,154,154,42.21,3.65,230,14,11753.0,Shortfall
2024-01-23,M04,Product_A,Evening,18,6.24,1.33,1.82,77.76,88.48,27.2,510.27,324,163,161,161,33.46,4.81,200,11,10582.0,Shortfall
2024-01-23,M02,Product_B,Evening,23,11.81,2.36,1.62,85.09,91.25,28.2,599.18,522,355,167,167,35.7,4.68,200,14,13104.0,Shortfall
2024-01-23,M02,Product_C,Morning,9,6.3,1.51,0.5,89.72,98.28,27.5,342.0,251,153,98,98,28.9,3.39,180,6,3661.2,Shortfall
2024-01-23,M05,Product_C,Night,16,10.76,2.45,1.77,93.17,97.14,33.1,244.03,433,281,152,152,31.96,4.76,230,10,10948.0,Shortfall
2024-01-23,M04,Product_A,Evening,16,11.77,1.77,0.37,81.68,94.84,20.0,364.83,600,397,203,203,37.22,5.45,200,10,10900.0,Shortfall
2024-01-24,M03,Product_A,Evening,23,8.72,1.27,1.99,90.11,99.09,28.8,482.09,502,369,133,133,50.38,2.64,200,14,7392.0,Shortfall
2024-01-24,M02,Product_B,Morning,9,11.13,2.08,0.58,91.9,90.42,29.0,404.99,555,343,212,212,35.06,6.05,180,6,6534.0,Shortfall
2024-01-24,M04,Product_A,Evening,27,11.04,0.21,1.25,81.11,93.06,31.5,558.48,566,415,151,151,39.57,3.82,200,17,12988.0,Shortfall
2024-01-24,M02,Product_B,Evening,20,7.03,0.0,0.66,93.06,90.88,33.1,332.25,329,250,79,79,36.77,2.15,200,12,5160.0,Shortfall
2024-01-24,M05,Product_B,Morning,25,9.6,0.16,0.02,84.36,91.76,28.7,597.78,469,371,98,98,39.03,2.51,180,15,6777.0,Shortfall
2024-01-24,M05,Product_B,Night,28,8.97,1.93,0.64,80.4,97.17,29.7,601.75,403,290,113,113,37.74,2.99,230,17,11690.9,Shortfall
2024-01-25,M05,Product_B,Morning,25,6.17,2.06,0.52,83.79,92.65,34.0,401.84,289,180,109,109,37.08,2.94,180,15,7938.0,Shortfall
2024-01-25,M02,Product_C,Evening,26,8.43,2.55,0.74,98.85,89.35,35.0,534.12,355,222,133,133,32.8,4.05,200,16,12960.0,Shortfall
2024-01-25,M01,Product_B,Morning,14,11.04,1.75,0.23,80.81,97.56,21.6,406.18,565,375,190,190,37.51,5.07,180,9,8213.4,Shortfall
2024-01-25,M04,Product_C,Evening,29,10.63,1.82,0.75,81.78,90.25,22.0,311.8,401,294,107,107,31.39,3.41,200,18,12276.0,Shortfall
2024-01-25,M04,Product_A,Night,10,9.48,0.97,1.32,99.49,93.67,23.4,501.47,437,336,101,101,39.6,2.55,230,6,3519.0,Shortfall
2024-01-25,M02,Product_A,Night,12,7.4,0.03,1.36,79.11,89.12,29.4,582.39,365,199,166,166,28.81,5.76,230,8,10598.4,Shortfall
2024-01-25,M05,Product_C,Evening,20,11.44,1.19,1.87,82.75,96.66,25.7,445.73,474,324,150,150,31.98,4.69,200,12,11256.0,Shortfall
2024-01-25,M04,Product_A,Morning,14,6.23,1.79,1.71,83.02,95.15,28.9,446.7,331,176,155,155,37.87,4.09,180,9,6625.8,Shortfall
2024-01-25,M03,Product_B,Evening,14,9.69,0.34,0.49,88.75,98.12,33.9,219.46,460,346,114,114,37.08,3.07,200,9,5526.0,Shortfall
2024-01-25,M01,Product_C,Evening,27,7.08,2.37,0.39,99.53,90.14,33.9,614.9,312,236,76,76,41.84,1.82,200,17,6188.0,Shortfall
2024-01-26,M04,Product_C,Night,30,6.88,1.49,1.65,87.19,90.9,35.3,189.76,263,159,104,104,29.0,3.59,230,18,14862.6,Shortfall
2024-01-26,M03,Product_B,Night,27,8.6,1.77,0.55,82.32,99.55,26.4,525.19,395,260,135,135,34.97,3.86,230,17,15092.6,Shortfall
2024-01-26,M04,Product_A,Night,9,9.11,0.97,0.61,77.67,94.67,29.7,286.35,431,256,175,175,30.61,5.72,230,6,7893.6,Shortfall
2024-01-26,M03,Product_A,Evening,26,7.34,1.61,0.57,87.28,94.68,35.5,303.35,417,278,139,139,44.44,3.13,200,16,10016.0,Shortfall
2024-01-26,M02,Product_A,Night,23,7.78,2.35,1.63,91.8,97.53,20.3,356.89,376,267,109,109,45.12,2.42,230,14,7792.4,Shortfall
2024-01-26,M03,Product_C,Night,21,10.49,0.8,1.78,87.13,90.64,37.3,538.39,441,288,153,153,30.55,5.01,230,13,14979.9,Shortfall
2024-01-26,M04,Product_A,Evening,18,10.32,1.35,1.56,77.5,96.72,26.0,228.88,543,324,219,219,35.87,6.11,200,11,13442.0,Shortfall
2024-01-26,M01,Product_B,Morning,25,10.43,2.43,0.03,84.53,99.94,23.3,404.15,517,421,96,96,46.35,2.07,180,15,5589.0,Shortfall
2024-01-26,M04,Product_B,Evening,23,10.86,2.94,1.29,78.1,90.77,21.7,469.91,510,276,234,234,31.39,7.45,200,14,20860.0,Shortfall
2024-01-26,M05,Product_B,Evening,9,7.45,2.75,1.53,83.49,89.93,36.8,425.36,342,153,189,189,28.32,6.67,200,6,8004.0,Shortfall
2024-01-27,M05,Product_A,Morning,22,6.94,0.78,1.55,80.37,97.99,23.3,445.64,399,255,144,144,42.72,3.37,180,14,8492.4,Shortfall
2024-01-27,M02,Product_C,Morning,30,11.38,2.11,0.2,81.35,89.28,29.5,366.91,495,320,175,175,31.53,5.55,180,18,17982.0,Shortfall
2024-01-27,M03,Product_A,Morning,16,7.61,1.41,0.97,83.85,97.33,20.6,318.09,448,268,180,180,41.26,4.36,180,10,7848.0,Shortfall
2024-01-27,M02,Product_B,Evening,21,8.93,0.73,1.11,90.33,90.18,24.8,248.4,414,284,130,130,34.89,3.73,200,13,9698.0,Shortfall
2024-01-27,M04,Product_B,Evening,12,7.68,2.14,1.86,96.37,96.87,21.9,363.97,331,205,126,126,35.03,3.6,200,8,5760.0,Shortfall
2024-01-27,M03,Product_A,Morning,24,9.14,2.4,1.31,93.35,97.85,34.1,304.36,508,383,125,125,52.03,2.4,180,15,6480.0,Shortfall
2024-01-27,M01,Product_A,Evening,27,7.67,0.03,0.1,83.42,88.66,21.4,374.14,405,320,85,85,42.0,2.02,200,17,6868.0,Shortfall
2024-01-27,M02,Product_C,Morning,15,10.84,0.14,0.09,84.05,92.66,25.5,556.54,444,327,117,117,30.47,3.84,180,9,6220.8,Shortfall
2024-01-28,M04,Product_A,Evening,29,7.16,0.01,0.71,90.09,90.2,21.4,489.01,368,306,62,62,44.31,1.4,200,18,5040.0,Shortfall
2024-01-28,M03,Product_B,Night,11,7.65,1.59,1.12,98.05,95.49,25.9,395.48,348,242,106,106,37.91,2.8,230,7,4508.0,Shortfall
2024-01-28,M01,Product_C,Morning,14,6.58,0.18,0.37,75.92,90.63,23.1,648.74,287,167,120,120,26.29,4.56,180,9,7387.2,Shortfall
2024-01-28,M04,Product_A,Night,16,11.81,1.87,1.94,76.45,94.09,21.4,399.87,585,351,234,234,34.74,6.74,230,10,15502.0,Shortfall
2024-01-28,M04,Product_A,Morning,17,8.58,1.81,0.29,80.59,88.18,37.5,644.67,456,235,221,221,31.4,7.04,180,11,13939.2,Shortfall
2024-01-28,M01,Product_A,Morning,26,7.92,0.17,0.38,77.02,97.8,34.2,415.41,466,327,139,139,42.5,3.27,180,16,9417.6,Shortfall
2024-01-28,M05,Product_A,Night,22,9.11,1.61,0.46,98.76,90.15,32.2,322.03,439,342,97,97,42.41,2.29,230,14,7373.8,Shortfall
2024-01-28,M03,Product_A,Night,9,11.62,2.23,0.41,82.31,98.39,34.7,500.06,628,378,250,250,36.88,6.78,230,6,9356.4,Shortfall
2024-01-28,M05,Product_A,Evening,30,6.36,0.13,0.33,90.22,99.98,29.3,618.17,347,314,33,33,50.87,0.65,200,18,2340.0,Shortfall
2024-01-29,M03,Product_B,Evening,8,6.52,1.87,1.54,97.54,88.65,34.9,360.56,319,147,172,172,29.68,5.8,200,5,5800.0,Shortfall
2024-01-29,M05,Product_A,Night,18,8.05,0.87,0.6,93.52,92.87,27.3,484.62,391,302,89,89,41.02,2.17,230,11,5490.1,Shortfall
2024-01-29,M02,Product_A,Night,19,7.92,2.58,1.66,83.07,98.65,33.9,199.3,378,230,148,148,38.85,3.81,230,12,10515.6,Shortfall
2024-01-29,M04,Product_A,Night,10,7.86,0.49,1.68,75.53,97.29,28.2,461.4,359,215,144,144,30.7,4.69,230,6,6472.2,Shortfall
2024-01-29,M01,Product_A,Evening,28,6.66,0.78,0.4,79.94,88.7,31.7,309.91,366,248,118,118,40.72,2.9,200,17,9860.0,Shortfall
2024-01-29,M02,Product_A,Morning,19,10.0,0.99,0.59,86.19,89.1,29.8,218.63,543,377,166,166,40.76,4.07,180,12,8791.2,Shortfall
2024-01-29,M03,Product_A,Evening,15,9.75,2.43,1.74,82.43,96.2,27.5,649.36,538,339,199,199,43.44,4.58,200,9,8244.0,Shortfall
2024-01-29,M02,Product_A,Evening,20,7.61,1.09,0.34,90.56,97.99,22.7,585.28,408,308,100,100,44.69,2.24,200,12,5376.0,Shortfall
2024-01-29,M01,Product_A,Evening,10,9.25,2.26,1.69,85.38,88.36,24.1,265.9,527,261,266,266,35.2,7.56,200,6,9072.0,Shortfall
2024-01-29,M04,Product_A,Evening,28,6.44,0.4,1.69,78.45,88.02,37.2,365.9,326,174,152,152,30.91,4.92,200,17,16728.0,Shortfall
2024-01-29,M01,Product_B,Evening,10,8.6,2.66,1.31,97.36,93.81,28.3,294.42,400,257,143,143,38.48,3.72,200,6,4464.0,Shortfall
2024-01-29,M04,Product_A,Morning,20,11.0,1.58,0.05,77.0,95.88,33.4,515.56,571,402,169,169,39.75,4.25,180,12,9180.0,Shortfall
2024-01-30,M03,Product_A,Morning,18,8.43,2.49,1.74,92.56,93.62,27.2,190.25,474,318,156,156,49.29,3.16,180,11,6256.8,Shortfall
2024-01-30,M02,Product_C,Evening,12,8.19,1.18,1.87,81.9,92.84,23.3,305.84,344,188,156,156,27.3,5.71,200,8,9136.0,Shortfall
2024-01-30,M02,Product_A,Night,12,9.82,0.52,0.88,97.94,95.84,29.4,215.9,464,377,87,87,40.86,2.13,230,8,3919.2,Shortfall
2024-01-30,M02,Product_C,Morning,17,7.82,2.54,1.91,79.85,90.24,29.0,197.01,311,163,148,148,28.33,5.22,180,11,10335.6,Shortfall
2024-01-30,M04,Product_A,Evening,9,11.47,1.67,1.89,84.96,98.41,28.0,517.08,590,367,223,223,37.11,6.01,200,6,7212.0,Shortfall
2024-01-30,M02,Product_B,Morning,22,9.34,1.89,1.59,88.22,89.45,23.3,292.34,463,297,166,166,38.35,4.33,180,14,10911.6,Shortfall
2024-01-30,M03,Product_C,Morning,13,6.73,0.54,0.59,84.58,93.46,22.6,331.85,308,211,97,97,33.89,2.86,180,8,4118.4,Shortfall
2024-01-30,M04,Product_A,Morning,24,6.77,0.6,1.63,94.73,95.24,30.1,548.44,363,288,75,75,49.07,1.53,180,15,4131.0,Shortfall
2024-01-31,M03,Product_A,Night,26,7.95,1.56,0.44,81.85,89.72,36.4,409.91,417,285,132,132,41.08,3.21,230,16,11812.8,Shortfall
2024-01-31,M05,Product_A,Evening,10,6.79,0.66,1.93,87.34,97.41,26.4,332.7,353,234,119,119,40.69,2.92,200,6,3504.0,Shortfall
2024-01-31,M01,Product_C,Morning,11,8.49,2.48,0.65,99.49,96.28,29.6,515.92,373,240,133,133,34.79,3.82,180,7,4813.2,Shortfall
2024-02-01,M03,Product_C,Morning,28,11.17,1.23,1.16,95.03,91.73,29.3,479.36,482,431,51,51,42.73,1.19,180,17,3641.4,Shortfall
2024-02-01,M02,Product_B,Morning,10,7.35,1.09,1.91,93.93,92.72,20.7,328.67,358,221,137,137,36.34,3.77,180,6,4071.6,Shortfall
2024-02-01,M01,Product_A,Morning,21,9.98,2.63,0.2,92.7,97.93,25.9,363.56,554,416,138,138,49.15,2.81,180,13,6575.4,Shortfall
2024-02-01,M05,Product_B,Night,17,7.61,2.85,0.75,75.51,92.14,29.2,297.04,350,180,170,170,31.14,5.46,230,11,13813.8,Shortfall
2024-02-01,M01,Product_A,Evening,15,9.68,1.15,1.53,76.51,98.34,35.9,477.01,549,318,231,231,37.36,6.18,200,9,11124.0,Shortfall
2024-02-01,M02,Product_C,Evening,12,10.01,2.8,0.07,82.92,96.51,24.5,596.62,417,236,181,181,27.94,6.48,200,8,10368.0,Shortfall
2024-02-01,M05,Product_C,Evening,8,9.93,0.02,1.02,93.1,96.75,21.7,565.41,428,312,116,116,32.63,3.56,200,5,3560.0,Shortfall
2024-02-01,M03,Product_B,Morning,16,8.56,2.54,0.02,77.54,91.77,24.3,319.9,422,255,167,167,35.63,4.69,180,10,8442.0,Shortfall
2024-02-01,M03,Product_A,Evening,22,9.97,0.12,1.15,91.26,97.74,21.5,253.1,578,463,115,115,48.73,2.36,200,14,6608.0,Shortfall
2024-02-02,M02,Product_A,Morning,13,8.44,1.51,0.33,99.92,98.08,28.5,316.04,435,345,90,90,46.04,1.95,180,8,2808.0,Shortfall
2024-02-02,M02,Product_A,Night,21,7.12,0.93,0.67,97.11,88.21,36.2,180.16,344,262,82,82,41.1,2.0,230,13,5980.0,Shortfall
2024-02-02,M04,Product_C,Night,17,6.98,2.28,1.94,90.31,93.04,28.5,439.34,263,148,115,115,29.32,3.92,230,11,9917.6,Shortfall
2024-02-02,M02,Product_A,Night,28,10.56,0.37,0.14,78.0,96.7,35.5,642.02,546,408,138,138,39.58,3.49,230,17,13645.9,Shortfall
2024-02-02,M02,Product_C,Morning,19,11.13,2.93,0.79,83.31,93.11,37.4,490.38,454,298,156,156,32.24,4.84,180,12,10454.4,Shortfall
2024-02-02,M02,Product_A,Evening,13,6.52,0.32,0.27,90.45,97.87,23.9,438.93,356,270,86,86,43.2,1.99,200,8,3184.0,Shortfall
2024-02-02,M01,Product_B,Evening,12,11.1,0.22,1.0,86.01,93.46,34.0,340.53,548,366,182,182,34.43,5.29,200,8,8464.0,Shortfall
2024-02-02,M05,Product_A,Evening,16,9.24,2.58,1.92,95.23,92.27,22.2,583.05,485,322,163,163,45.04,3.62,200,10,7240.0,Shortfall
2024-02-02,M03,Product_C,Morning,28,11.64,1.48,1.02,80.75,99.75,24.2,325.7,495,379,116,116,36.2,3.2,180,17,9792.0,Shortfall
2024-02-02,M03,Product_A,Night,19,10.11,1.73,1.37,87.86,96.92,24.6,472.73,523,367,156,156,42.29,3.69,230,12,10184.4,Shortfall
2024-02-02,M01,Product_A,Night,15,11.23,0.81,1.41,88.84,98.75,30.5,517.63,560,418,142,142,40.62,3.5,230,9,7245.0,Shortfall
2024-02-03,M04,Product_B,Morning,17,11.29,1.83,1.97,98.32,91.59,36.2,438.86,514,379,135,135,39.5,3.42,180,11,6771.6,Shortfall
2024-02-03,M04,Product_B,Morning,24,11.67,2.06,1.36,85.46,90.43,22.2,387.44,561,378,183,183,37.57,4.87,180,15,13149.0,Shortfall
2024-02-03,M04,Product_B,Morning,20,11.17,2.67,0.72,83.72,93.8,30.2,453.14,537,319,218,218,33.76,6.46,180,12,13953.6,Shortfall
2024-02-03,M04,Product_A,Night,8,11.66,2.11,1.37,88.23,90.8,36.9,300.83,542,288,254,254,28.74,8.84,230,5,10166.0,Shortfall
2024-02-03,M02,Product_B,Morning,25,8.92,1.97,0.6,89.27,92.37,23.4,201.51,418,312,106,106,40.91,2.59,180,15,6993.0,Shortfall
2024-02-03,M01,Product_B,Evening,11,6.55,2.54,0.44,86.82,90.31,33.2,312.23,310,169,141,141,33.81,4.17,200,7,5838.0,Shortfall
2024-02-03,M05,Product_C,Evening,22,10.7,1.76,1.84,95.82,93.13,25.9,231.51,442,327,115,115,35.98,3.2,200,14,8960.0,Shortfall
2024-02-03,M01,Product_A,Morning,12,7.7,0.89,1.18,75.98,89.04,23.3,427.87,440,247,193,193,36.34,5.31,180,8,7646.4,Shortfall
2024-02-04,M02,Product_A,Morning,29,11.99,0.97,0.92,96.16,97.99,32.9,644.61,664,595,69,69,53.44,1.29,180,18,4179.6,Shortfall
2024-02-04,M02,Product_B,Night,26,11.49,0.36,0.53,87.38,94.88,33.3,368.28,493,398,95,95,35.83,2.65,230,16,9752.0,Shortfall
2024-02-04,M05,Product_A,Morning,29,6.61,1.22,1.97,89.24,98.91,25.1,589.67,370,245,125,125,46.67,2.68,180,18,8683.2,Shortfall
2024-02-04,M04,Product_B,Morning,21,9.84,1.43,1.69,84.88,89.11,33.2,488.38,468,307,161,161,36.28,4.44,180,13,10389.6,Shortfall
2024-02-04,M03,Product_B,Evening,21,6.56,2.11,0.88,76.82,97.47,20.2,306.37,320,185,135,135,36.34,3.71,200,13,9646.0,Shortfall
2024-02-04,M03,Product_A,Night,13,8.18,1.04,0.11,79.04,95.64,24.3,294.52,423,264,159,159,34.88,4.56,230,8,8390.4,Shortfall
2024-02-04,M05,Product_A,Evening,28,6.19,0.54,1.63,87.06,88.3,25.9,430.03,345,233,112,112,43.78,2.56,200,17,8704.0,Shortfall
2024-02-04,M03,Product_B,Morning,18,8.56,1.01,1.25,78.56,91.88,23.3,565.91,451,266,185,185,35.15,5.26,180,11,10414.8,Shortfall
2024-02-04,M03,Product_B,Night,25,8.75,0.69,0.33,78.36,97.28,35.8,615.7,391,283,108,108,34.28,3.15,230,15,10867.5,Shortfall
2024-02-04,M03,Product_A,Night,18,10.98,2.86,0.59,95.21,98.31,26.4,410.79,554,436,118,118,47.39,2.49,230,11,6299.7,Shortfall
2024-02-05,M02,Product_A,Morning,17,8.2,2.66,1.26,86.59,89.74,36.8,332.57,458,202,256,256,32.08,7.98,180,11,15800.4,Shortfall
2024-02-05,M01,Product_C,Morning,20,6.53,1.86,1.79,78.51,90.08,22.4,320.57,286,155,131,131,31.76,4.12,180,12,8899.2,Shortfall
2024-02-05,M02,Product_A,Morning,15,9.55,1.63,1.36,81.29,96.18,22.0,333.06,524,312,212,212,38.15,5.56,180,9,9007.2,Shortfall
2024-02-05,M05,Product_B,Morning,15,10.52,1.32,1.57,83.81,99.33,35.9,549.09,492,327,165,165,35.37,4.66,180,9,7549.2,Shortfall
2024-02-05,M04,Product_B,Evening,27,6.15,2.5,1.08,76.39,91.96,28.4,325.38,282,122,160,160,27.75,5.77,200,17,19618.0,Shortfall
2024-02-05,M03,Product_B,Night,21,6.91,1.31,1.41,87.15,91.86,23.1,470.89,334,198,136,136,34.76,3.91,230,13,11690.9,Shortfall
2024-02-05,M01,Product_A,Night,29,11.37,2.6,0.04,89.24,93.27,36.5,201.49,598,416,182,182,41.91,4.34,230,18,17967.6,Shortfall
2024-02-05,M05,Product_B,Night,29,8.5,1.35,0.66,77.99,94.63,30.0,618.52,369,265,104,104,35.21,2.95,230,18,12213.0,Shortfall
2024-02-05,M04,Product_C,Morning,11,6.13,1.92,0.21,91.54,95.37,25.0,254.09,236,164,72,72,32.8,2.2,180,7,2772.0,Shortfall
2024-02-05,M05,Product_B,Night,11,8.05,0.86,0.2,84.06,98.34,34.2,343.82,351,246,105,105,32.77,3.2,230,7,5152.0,Shortfall
2024-02-06,M01,Product_B,Evening,24,7.88,2.83,1.07,77.78,94.69,33.8,342.71,381,185,196,196,31.1,6.3,200,15,18900.0,Shortfall
2024-02-06,M05,Product_B,Evening,23,7.82,0.6,0.9,80.24,96.76,34.4,553.49,357,238,119,119,33.17,3.59,200,14,10052.0,Shortfall
2024-02-06,M04,Product_C,Evening,10,6.0,2.71,0.68,97.28,98.23,34.1,249.16,238,120,118,118,28.09,4.2,200,6,5040.0,Shortfall
2024-02-06,M02,Product_A,Evening,28,6.72,2.26,1.11,80.28,97.2,22.1,564.4,367,228,139,139,44.81,3.1,200,17,10540.0,Shortfall
2024-02-06,M03,Product_C,Morning,19,8.0,0.38,0.23,75.58,93.84,31.8,410.84,359,265,94,94,34.37,2.73,180,12,5896.8,Shortfall
2024-02-06,M01,Product_B,Evening,27,10.32,0.63,1.75,97.74,88.44,33.0,189.52,480,374,106,106,39.95,2.65,200,17,9010.0,Shortfall
2024-02-06,M04,Product_A,Evening,17,6.52,1.33,0.84,81.12,98.55,33.2,522.43,324,205,119,119,37.31,3.19,200,11,7018.0,Shortfall
2024-02-06,M05,Product_C,Evening,16,8.38,0.15,0.22,97.25,99.66,36.0,324.47,335,277,58,58,33.7,1.72,200,10,3440.0,Shortfall
2024-02-06,M02,Product_B,Morning,14,10.91,0.85,0.77,75.45,91.72,32.1,397.72,521,323,198,198,31.75,6.24,180,9,10108.8,Shortfall
2024-02-06,M04,Product_A,Morning,14,6.94,1.39,0.03,89.15,95.88,37.3,445.8,381,234,147,147,37.96,3.87,180,9,6269.4,Shortfall
2024-02-07,M01,Product_A,Morning,16,6.26,0.98,1.0,95.98,92.16,31.0,221.1,356,232,124,124,43.19,2.87,180,10,5166.0,Shortfall
2024-02-07,M05,Product_B,Morning,8,8.9,2.84,1.04,83.42,94.39,29.0,203.67,414,230,184,184,32.98,5.58,180,5,5022.0,Shortfall
2024-02-07,M05,Product_B,Morning,17,9.02,1.42,0.22,96.77,99.48,33.9,483.98,431,353,78,78,43.25,1.8,180,11,3564.0,Shortfall
2024-02-07,M01,Product_A,Morning,12,8.88,0.79,1.01,99.2,99.71,29.1,200.31,487,409,78,78,50.54,1.54,180,8,2217.6,Shortfall
2024-02-07,M04,Product_B,Evening,21,6.39,1.1,0.34,76.63,99.86,22.5,453.51,275,178,97,97,31.42,3.09,200,13,8034.0,Shortfall
2024-02-07,M03,Product_A,Night,20,9.49,1.75,0.8,99.73,94.69,36.1,274.72,479,372,107,107,45.1,2.37,230,12,6541.2,Shortfall
2024-02-07,M03,Product_A,Night,25,11.25,1.87,1.27,93.95,91.57,35.2,576.44,597,447,150,150,45.72,3.28,230,15,11316.0,Shortfall
2024-02-07,M04,Product_A,Morning,30,6.21,2.76,1.36,75.1,95.32,37.7,214.77,331,155,176,176,36.76,4.79,180,18,15519.6,Shortfall
2024-02-07,M05,Product_A,Evening,23,9.8,0.4,1.81,84.95,90.97,27.5,535.46,548,360,188,188,40.24,4.67,200,14,13076.0,Shortfall
2024-02-07,M04,Product_A,Morning,19,11.49,0.77,1.22,96.92,99.48,30.7,358.2,595,525,70,70,49.34,1.42,180,12,3067.2,Shortfall
2024-02-07,M03,Product_C,Morning,19,9.71,1.06,0.42,87.35,93.18,23.2,547.89,420,298,122,122,33.18,3.68,180,12,7948.8,Shortfall
2024-02-08,M01,Product_A,Morning,13,6.77,0.75,1.12,94.4,90.99,23.5,270.82,387,244,143,143,40.9,3.5,180,8,5040.0,Shortfall
2024-02-08,M01,Product_A,Morning,11,11.6,1.19,1.53,86.27,93.11,27.5,349.18,650,415,235,235,39.87,5.89,180,7,7421.4,Shortfall
2024-02-08,M04,Product_A,Night,19,8.86,0.98,0.13,80.5,96.81,20.7,312.62,427,304,123,123,36.73,3.35,230,12,9246.0,Shortfall
2024-02-08,M02,Product_B,Night,26,8.01,2.16,0.43,83.24,98.55,26.8,438.13,356,264,92,92,39.57,2.32,230,16,8537.6,Shortfall
2024-02-08,M03,Product_B,Morning,14,8.89,2.03,1.46,85.34,94.15,29.2,595.95,443,300,143,143,41.31,3.46,180,9,5605.2,Shortfall
2024-02-08,M03,Product_A,Evening,25,7.68,0.26,1.85,81.83,89.81,27.8,230.3,443,280,163,163,40.64,4.01,200,15,12030.0,Shortfall
2024-02-08,M02,Product_B,Evening,11,8.47,0.45,0.87,88.26,94.08,23.6,545.97,398,270,128,128,34.1,3.75,200,7,5250.0,Shortfall
2024-02-08,M03,Product_B,Evening,25,11.14,1.74,1.2,97.94,99.5,36.6,395.89,542,495,47,47,50.7,0.93,200,15,2790.0,Shortfall
2024-02-08,M05,Product_B,Morning,17,9.85,1.21,1.13,78.85,88.85,26.0,191.64,494,298,196,196,33.91,5.78,180,11,11444.4,Shortfall
2024-02-08,M02,Product_C,Evening,9,7.92,1.15,0.39,79.49,88.09,30.9,642.09,323,166,157,157,23.21,6.76,200,6,8112.0,Shortfall
2024-02-08,M01,Product_B,Morning,30,7.13,1.17,0.98,79.12,91.91,31.3,512.22,350,225,125,125,36.62,3.41,180,18,11048.4,Shortfall
2024-02-08,M05,Product_A,Evening,15,7.61,2.2,0.87,76.58,93.24,34.2,425.48,398,227,171,171,37.24,4.59,200,9,8262.0,Shortfall
2024-02-08,M05,Product_A,Morning,14,7.17,1.32,1.8,82.5,96.87,37.3,519.48,388,228,160,160,39.22,4.08,180,9,6609.6,Shortfall
2024-02-08,M02,Product_B,Night,25,9.33,1.06,0.16,81.82,90.3,27.5,221.12,408,275,133,133,31.64,4.2,230,15,14490.0,Shortfall
2024-02-09,M04,Product_A,Night,26,7.06,2.38,0.42,81.55,90.38,21.0,519.6,340,195,145,145,34.8,4.17,230,16,15345.6,Shortfall
2024-02-09,M02,Product_B,Morning,15,9.47,0.6,1.54,92.03,94.7,32.9,378.93,471,347,124,124,40.34,3.07,180,9,4973.4,Shortfall
2024-02-09,M02,Product_B,Evening,13,10.45,1.96,1.39,86.24,88.77,29.3,575.76,466,300,166,166,33.76,4.92,200,8,7872.0,Shortfall
2024-02-09,M03,Product_C,Night,8,8.58,0.77,1.64,84.09,90.56,34.6,476.58,364,182,182,182,24.0,7.58,230,5,8717.0,Shortfall
2024-02-09,M05,Product_A,Evening,25,9.98,0.37,0.21,86.65,91.15,22.3,388.65,529,411,118,118,42.36,2.79,200,15,8370.0,Shortfall
2024-02-09,M05,Product_B,Night,21,7.81,1.17,0.52,89.3,98.77,24.5,423.01,359,280,79,79,40.09,1.97,230,13,5890.3,Shortfall
2024-02-09,M02,Product_A,Morning,29,10.52,0.38,1.87,82.36,99.66,32.2,420.38,565,464,101,101,48.05,2.1,180,18,6804.0,Shortfall
2024-02-09,M02,Product_A,Evening,21,7.29,1.95,0.83,83.49,93.92,29.1,272.86,372,225,147,147,37.96,3.87,200,13,10062.0,Shortfall
2024-02-10,M03,Product_C,Evening,28,11.24,2.41,0.6,91.41,91.23,35.1,272.01,479,329,150,150,33.9,4.42,200,17,15028.0,Shortfall
2024-02-10,M05,Product_B,Morning,26,7.48,2.66,0.75,90.01,93.87,21.9,576.39,368,246,122,122,42.75,2.85,180,16,8208.0,Shortfall
2024-02-10,M02,Product_B,Morning,30,9.99,2.94,1.68,80.97,91.94,27.8,460.57,494,302,192,192,38.79,4.95,180,18,16038.0,Shortfall
